	Property Name	Property Location	Price	Property Info
12425	FREEHOLD. ENDLOT. 2 Storey Link House Alam Impian	Shah Alam, Selangor	RM 929,999	Landed4 beds4 bathRM 375/sqft2,476 sqft
12426	BOOKING 1K! Subang 2 DUAL TRIA QUAD Keys Concept!	Subang Bestari, Selangor	RM 688,000	Non Landed3 beds2 bathRM 637/sqft1,079 sqft
12427	CORNER USJ FACE OPEN 2 Storey Putra Heights Subang	Subang Jaya, Selangor	RM 950,000	Landed4 beds3 bathRM 308/sqft3,080 sqft
12428	[CORNER.FREEHOLD]1 Storey PJU Bandar Sri Damansara	Damansara, Kuala Lumpur	RM 1,200,000	Landed4 beds2 bathRM 375/sqft3,197 sqft
12429	[FACING OPEN. BELOW MV] 2 Storey Sect 9 Shah Alam	Shah Alam, Selangor	RM 670,000	Landed4 beds3 bathRM -- sqft
12430	2 Storey SemiD Bungalow 28Residency Sunway Damansa	Kota Damansara, Selangor	RM 2,100,000	Landed6 beds5 bathRM 375/sqft5,600 sqft
12431	Kelana Mahkota	Jalan SS7/19, Kelana Jaya, Selangor	RM 560,000	Non Landed3 beds2 bathRM 444/sqft1,260 sqft
12432	PARTLY FURNISHED. KITCHEN CABINET. Alami Residensi	Shah Alam, Selangor	RM 480,000	Non Landed3 beds2 bath2 carparkRM 443/sqft1,082 sqft
12433	CORNER. NEAR LRT MRT. Duplex Penthouse Sri Lojing	Wangsa Maju, Kuala Lumpur	RM 530,000	Non Landed3 beds2 bath2 carparkRM 384/sqft1,380 sqft
12434	POOL VIEW. LOW FLOOR 2CP Metropolitan Square Condo	Damansara Perdana, Selangor	RM 450,000	Non Landed3 beds2 bath2 carparkRM 461/sqft975 sqft
12435	FREEHOLD. KITCHEN CABINET. 2CP. Ken Rimba Condo	Shah Alam, Selangor	RM 568,000	Non Landed3 beds2 bath2 carparkRM 507/sqft1,119 sqft
12436	FACING GREENERY. SEJUK. MORNING SUN. Danau Sutera	Rawang, Selangor	RM 175,000	Non Landed3 beds2 bathRM 203/sqft860 sqft
12437	USJ 1	Jalan USJ 1/1, USJ, Selangor	RM 650,000	Landed4 + 1 beds3 bathRM 464/sqft1,400 sqft
12438	Taman Desa Subang Permai	Jalan Subang Permai U6, Subang, Selangor	RM 730,000	Landed3 beds2 bathRM 146/sqft5,000 sqft
12439	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 700,000	Landed4 beds3 bathRM 454/sqft1,540 sqft
12440	Bandar Saujana Putra	Bandar Saujana Putra, Bandar Saujana Putra, Selangor	RM 490,000	Landed4 beds3 bathRM 350/sqft1,400 sqft
12441	RENOVATED! PLAYGROUND! 2 Storey Cherry Hillpark	Bandar Puncak Alam, Selangor	RM 638,000	Landed4 beds3 bathRM 398/sqft1,600 sqft
12442	URGENT SALE!Astana Alam 3 Kasih Fasa 3 Puncak Alam	Bandar Puncak Alam, Selangor	RM 160,000	Non Landed3 beds2 bathRM 210/sqft760 sqft
12443	1.5 Storey Birch Block  Bandar Tasik Puteri Rawang	Rawang, Selangor	RM 350,000	Landed3 beds3 bathRM 218/sqft1,600 sqft
12444	Worth It Brand New Near UiTM 2 Storey Laman Haris	Bandar Puncak Alam, Selangor	RM 450,000	Landed4 beds3 bathRM -- sqft
12445	Elegance 2 Tingkat Semi D Alam Suria Puncak Alam	Kuala Selangor, Selangor	RM 990,000	Landed4 beds4 bathRM 353/sqft2,800 sqft
12446	Corner Big Extra Land 2 Storey Semi D Puncak Alam	Kuala Selangor, Selangor	RM 788,000	Landed5 beds4 bathRM 192/sqft4,090 sqft
12447	BEAUTIFUL 2 Storey House Castana Tmn Seri Pristana	Jalan SP, Seri Pristana Sungai Buloh, Sungai Buloh, Selangor	RM 661,000	Landed3 beds3 bathRM 374/sqft1,764 sqft
12448	BIG. 1 Storey House Taman Bentara Kuala Selangor	Jalan Bentara 6, Kuala Selangor, Selangor	RM 291,000	Landed4 beds3 bathRM -- sqft
12449	Villa Pawana	Jalan Pawang, Off Jalan Keramat Hujung, Dato' Keramat, Keramat, Kuala Lumpur	RM 555,000	Non Landed3 beds3 bathRM 431/sqft1,285 sqft
12450	Townhouse Taman Impian Indah Bukit Rahman Putra	Bukit Rahman Putra, Selangor	RM 240,000	Landed3 beds2 bathRM -- sqft
12451	Pangsapuri Mediterranean, Taman Sri Muda	Jalan Damai 25/60 Off Persiaran Aman, Shah Alam, Selangor	RM 230,000	Non Landed3 beds2 bathRM 254/sqft904 sqft
12452	Taman Pelangi	Jalan Pelangi, Rawang, Selangor	RM 430,000	Landed4 beds3 bathRM 298/sqft1,440 sqft
12453	Permai Prima @ Bukit Ampang Permai	Jalan M Off Lorong Permai 22,, Ampang, Selangor	RM 260,000	Non Landed3 beds2 bath1 carparkRM 343/sqft758 sqft
12454	Bandar Tasik Puteri	Jalan Tasik Puteri, Rawang, Selangor	RM 339,000	Landed4 beds3 bathRM 289/sqft1,173 sqft
12455	Taman Sri Gombak	Jalan Muhibbah, Batu Caves, Selangor	RM 450,000	Landed3 beds2 bathRM 584/sqft770 sqft
12456	Villa Laman Cahaya	Jalan Cahaya 3, Taman Tun Dr Ismail, Kuala Lumpur	RM 3,800,000	Landed7 + 1 beds5 bath2 carparkRM 1,157/sqft3,282 sqft
12457	Danau Sutera Apartment	Jalan Bbk 1/9, Bandar Baru Kundang, 48020 Rawang, Selangor, Rawang, Selangor	RM 165,000	Non Landed3 beds2 bathRM 191/sqft860 sqft
12458	Alam Idaman	Batu 3, Shah Alam, Selangor	RM 350,000	Non Landed2 beds2 bath2 carparkRM 396/sqft883 sqft
12459	Alam Idaman	Batu 3, Shah Alam, Selangor	RM 450,000	Non Landed3 beds2 bath2 carparkRM 480/sqft936 sqft
12460	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 1,383,300	Landed5 beds5 bathRM 597/sqft2,314 sqft
12461	Taman Bukit Rahman Putra	Jalan BRp, Bukit Rahman Putra, Selangor	RM 545,000	Landed4 beds3 bathRM 419/sqft1,300 sqft
12462	Taman Bukit Rahman Putra	Jalan BRp, Bukit Rahman Putra, Selangor	RM 545,000	Landed4 beds3 bathRM 419/sqft1,300 sqft
12463	Jalan Sawi 24/18	Shah Alam, Selangor	RM 430,000	Landed3 beds1 bathRM 363/sqft1,184 sqft
12464	Taman Pinggiran USJ	Jalan Pinggiran USJ, USJ, Selangor	RM 1,100,000	Landed4 beds3 bathRM 313/sqft3,512 sqft
12465	Hemingway Residence @ Bandar Seri Coalfields	Selangor, Sungai Buloh, Selangor	RM 1,320,000	Landed4 + 1 beds5 bathRM 247/sqft5,328 sqft
12466	Saffron Hills @ Denai Alam	Jalan Elektron U16/34 - U16/36, Denai Alam, Selangor	RM 950,000	Landed4 beds3 bathRM 379/sqft2,502 sqft
12467	Saffron Hills @ Denai Alam	Jalan Elektron U16/34 - U16/36, Denai Alam, Selangor	RM 1,300,000	Landed4 beds3 bathRM 319/sqft4,072.30 sqft
12468	Kelana Mahkota	Jalan SS7/19, Kelana Jaya, Selangor	RM 530,000	Non Landed3 beds2 bath1 carparkRM 420/sqft1,260 sqft
12469	Taman Rawang Perdana	Jalan Rp, Rawang, Selangor	RM 569,999	Landed4 beds3 bathRM -- sqft
12470	Taman Bukit Mulia	Jalan Ampang, Ulu Kelang, Selangor	RM 650,000	Landed3 beds3 bathRM 464/sqft1,400 sqft
12471	Sunway Kayangan	Jalan Ungu U9/30, Sunway Kayangan, Shah Alam, Selangor	RM 735,000	Landed4 beds3 bath2 carparkRM 445/sqft1,650 sqft
12472	FREEHOLD BRAND NEW Kenwingston Skyloft Condo USJ 1	Subang, Selangor	RM 640,000	Non Landed3 beds2 bath2 carparkRM 752/sqft850 sqft
12473	WORTH BUY.2 Storey Taman Seri Pelangi Bestari Jaya	Batang Berjuntai, Selangor	RM 450,000	Landed4 beds3 bathRM 321/sqft1,399 sqft
12474	FREEHOLD. JERAM. 1 Storey House Taman Ikan Emas	Jeram, Selangor	RM 270,000	Landed3 beds2 bathRM 225/sqft1,200 sqft
12475	[CORNER UNIT. RUMAH UNTUK DIJUAL] 2 STOREY JERAM 	Kuala Selangor, Selangor	RM 380,000	Landed4 beds3 bathRM 142/sqft2,659 sqft
12476	REFURBISHED. RENO 2 Storey Taman Klang Utama Klang	Klang, Selangor	RM 460,000	Landed4 beds2 bathRM 365/sqft1,260 sqft
12477	CORNER. HUGE LAND. 2 Storey Alam Suria Puncak Alam	Bandar Puncak Alam, Selangor	RM 698,000	Landed4 beds3 bathRM 208/sqft3,347 sqft
12478	FACING OPEN. MODERN CONTEMPORARY BUNGALOW.	Sungai Buloh, Selangor	RM 890,000	Landed5 beds4 bathRM 247/sqft3,600 sqft
12479	FACING PLAYGROUND 2 Storey TTDI Aquina Alam Impian	Shah Alam, Selangor	RM 880,000	Landed5 beds5 bathRM 458/sqft1,920 sqft
12480	FREEHOLD. FULLY FURNISHED. LRT KTM. Alam Idaman	Shah Alam, Selangor	RM 450,000	Non Landed3 beds2 bath2 carparkRM 480/sqft936 sqft
12481	Menara U2	Off Jalan Akuatik, Seksyen 13, Shah Alam, Selangor	RM 350,000	Non Landed2 beds1 bathRM 777/sqft450 sqft
12482	Taman jenderam Damai	Jalan JD 3/1, Dengkil, Selangor	RM 900,000	Landed5 beds4 bath3 carparkRM 321/sqft2,800 sqft
12483	Pertiwi Indah Apartment	Jalan Pertiwi, Taman Maluri, Kampung Pandan, Kuala Lumpur	RM 635,000	Non Landed3 beds3 bath1 carparkRM 494/sqft1,285 sqft
12484	USJ 2	Jalan USJ 2/1, USJ, Selangor	RM 840,000	Landed4 beds3 bath2 carparkRM 254/sqft3,300 sqft
12485	Sentrio Suites (Sentrio Pandan)	Jalan 3/76d, Desa Pandan, Desa Pandan, Kuala Lumpur	RM 885,000	Non Landed3 beds3 bath2 carparkRM 719/sqft1,230 sqft
12486	Bandar Tasik Kesuma	Semenyih, Selangor	RM 438,000	Landed4 beds3 bath2 carparkRM 312/sqft1,400 sqft
12487	Seksyen 9, Shah Alam	Section 9, Shah Alam, Selangor	RM 2,411,205	Landed- beds- bathRM 115/sqft20,967 sqft
12488	Saujana Glenmarie	Jalan Pengaturcara, Shah Alam, Selangor	RM 4,300,000	Landed5 + 1 beds6 bath4 carparkRM 711/sqft6,047 sqft
12489	Lake Vista Residence (Tasik Vista Residen)	Persiaran Suarasa, Tun Hussein Onn, 43200 Cheras, Selangor, Cheras, Selangor	RM 680,000	Non Landed3 beds2 bath2 carparkRM 618/sqft1,100 sqft
12490	Seksyen 9, Bandar Baru Bangi	Jalan 9/9, Bangi, Selangor	RM 1,600,000	Landed6 beds5 bath4 carparkRM 296/sqft5,400 sqft
12491	Seksyen 3, Bandar Baru Bangi	Jalan 3, Bangi, Selangor	RM 1,700,000	Landed6 beds5 bath10 carparkRM 113/sqft15,026 sqft
12492	Garden Residence	Persiaran Utara, Cyberjaya, Selangor	RM 3,570,000	Landed8 + 1 beds10 bath6 carparkRM 661/sqft5,400 sqft
12493	Boulevard Serviced Apartment	Jalan Matang 3, Jalan Ipoh, Kuala Lumpur	RM 500,000	Non Landed3 beds2 bath2 carparkRM 495/sqft1,009 sqft
12494	Lake Vista Residence (Tasik Vista Residen)	Persiaran Suarasa, Tun Hussein Onn, 43200 Cheras, Selangor, Cheras, Selangor	RM 630,000	Non Landed3 + 1 beds3 bath2 carparkRM 542/sqft1,162 sqft
12495	Putra Crest	Jalan Putra Harmoni, Subang Jaya, Selangor	RM 2,800,000	Landed- beds- bathRM 142/sqft19,687 sqft
12496	Sunway Montana	Desa Melawati, Ampang, Selangor	RM 3,100,000	Landed5 beds6 bath4 carparkRM 697/sqft4,445 sqft
12497	Alam Impian	Persiaran Tun Teja, Shah Alam, Selangor	RM 800,000	Landed4 + 1 beds3 bath2 carparkRM 500/sqft1,600 sqft
12498	Taman Puchong Prima	Jalan Prima, Puchong, Selangor	RM 1,150,000	Landed4 beds2 bath2 carparkRM 370/sqft3,100 sqft
12499	Sungai Penchala	Jalan Sungai Penchala, Kampung Sungai Penchala, Kuala Lumpur	RM 5,500,000	Landed- beds- bathRM 159/sqft34,574 sqft
12500	Setia Ecohill	Semenyih, Semenyih, Selangor	RM 530,000	Landed4 beds3 bath2 carparkRM 378/sqft1,400 sqft
12501	Aquamarine	Puchong, Selangor	RM 1,000,000	Landed5 + 1 beds5 bath2 carparkRM 606/sqft1,650 sqft
12502	Ampang Jaya	Jalan UP 3, Ampang, Selangor	RM 1,590,000	Landed6 + 1 beds4 bath4 carparkRM 240/sqft6,620 sqft
12503	Beverly Heights	Beverly Heights 68000 Ampang Jaya Selangor, Ampang, Selangor	RM 2,300,000	Landed4 + 1 beds5 bath3 carparkRM 560/sqft4,100 sqft
12504	Diamond City	Lebuh Diamond, Semenyih, Selangor	RM 650,000	Landed4 beds3 bath2 carparkRM 464/sqft1,400 sqft
12505	Taman Pinggiran Putra	Jalan PP, Puchong South, Selangor	RM 800,000	Landed6 + 1 beds4 bath3 carparkRM 250/sqft3,200 sqft
12506	Sejati Residences	Jalan Sejati, Cyberjaya, Selangor	RM 2,390,000	Landed4 + 1 beds5 bath4 carparkRM 556/sqft4,294 sqft
12507	New, Double Storey Myra Saujana Dengkil	Dengkil, Selangor	RM 670,000	Landed3 + 1 beds4 bath2 carparkRM 435/sqft1,540 sqft
12508	Good View Heights	Jalan GoodView, Kajang, Selangor	RM 800,000	Landed4 + 1 beds5 bathRM 454/sqft1,760 sqft
12509	Bandar Nusa Rhu	Persiaran Pulau Angsa, Shah Alam, Selangor	RM 590,000	Landed4 + 1 beds3 bathRM 421/sqft1,400 sqft
12510	Taman Bukit Ria	Kajang, Kajang, Selangor	RM 1,250,000	Landed6 + 2 beds7 bath3 carparkRM 339/sqft3,680 sqft
12511	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 3,500,000	Landed6 + 1 beds6 bath5 carparkRM 291/sqft12,000 sqft
12512	Bandar Tun Hussein Onn	Jalan Suakasih, Batu 9th Cheras, Selangor	RM 1,550,000	Landed6 beds6 bathRM 442/sqft3,500 sqft
12513	Saffron Hills @ Denai Alam	Jalan Elektron U16/34 - U16/36, Denai Alam, Selangor	RM 1,350,000	Landed4 + 1 beds3 bath4 carparkRM 385/sqft3,500 sqft
12514	Bandar Tun Hussein Onn	Jalan Suakasih, Batu 9th Cheras, Selangor	RM 5,300,000	Landed7 beds8 bath10 carparkRM 497/sqft10,660 sqft
12515	Tiara Heights	Jalan Tiara Heights, Sepang, Selangor	RM 660,000	Landed5 + 1 beds5 bathRM 221/sqft2,981 sqft
12516	Shaftsbury Serviced Apartments	Shaftsbury Square Persiaran Multimedia, Cyberjaya, Selangor	RM 390,000	Non Landed1 beds1 bath1 carparkRM 610/sqft639 sqft
12517	Bandar Baru Salak Tinggi	Off Road 820, 43900 Sepang, Sepang, Selangor	RM 560,000	Landed4 + 1 beds3 bath2 carparkRM 311/sqft1,800 sqft
12518	TTDI Grove	Sg Jerlok, Kajang, Selangor	RM 1,250,000	Landed4 + 1 beds4 bath4 carparkRM 270/sqft4,617 sqft
12519	Taman Selayang Baru	Jalan 10, Selayang, Selangor	RM 850,000	Landed5 beds3 bath4 carparkRM 279/sqft3,046 sqft
12520	Greenhill Residence	Jln Pulau Tioman U10, Shah Alam, Selangor	RM 900,000	Landed4 + 1 beds5 bath4 carparkRM 200/sqft4,480 sqft
12521	Bandar Seri Putra	Jalan Seri Putra, Bangi, Selangor	RM 325,000	Non Landed3 beds2 bathRM 311/sqft1,044 sqft
12522	Suria Residen	Batu 9 Cheras, Batu 9th Cheras, Selangor	RM 810,000	Landed5 beds3 bathRM 566/sqft1,430 sqft
12523	Taman Puncak Jalil	Jalan PUJ 2, Puncak Jalil, Selangor	RM 580,000	Landed4 beds3 bath1 carparkRM 252/sqft2,300 sqft
12524	Double Storey Taman Harmoni Kajang for Sale	Kajang, Selangor	RM 460,000	Landed4 beds3 bathRM 353/sqft1,300 sqft
12525	Jalan Bukit Setiawangsa	Taman Setiawangsa, Kuala Lumpur	RM 950,000	Landed4 beds3 bathRM 678/sqft1,400 sqft
12526	Villaria Condo PJS5 Bandar Sunway for Sale	Petaling Jaya, Selangor	RM 380,000	Non Landed3 beds2 bathRM 382/sqft993 sqft
12527	Subang Parkhomes	Jalan SS19/1, off Jalan Kemajuan Subang, Subang Jaya, Selangor	RM 1,100,000	Non Landed3 beds2 bath2 carparkRM 719/sqft1,528 sqft
12528	Double Storey at Taman Ruby Dengkil For Sale	Dengkil, Selangor	RM 500,000	Landed4 beds3 bath2 carparkRM 263/sqft1,900 sqft
12529	Taman Anggerik Perdana Kajang for Sale	Kajang, Selangor	RM 579,000	Landed4 beds3 bathRM 413/sqft1,400 sqft
12530	Menara U2	Off Jalan Akuatik, Seksyen 13, Shah Alam, Selangor	RM 350,000	Non Landed2 beds1 bathRM 777/sqft450 sqft
12531	Taman jenderam Damai	Jalan JD 3/1, Dengkil, Selangor	RM 900,000	Landed5 beds4 bath3 carparkRM 321/sqft2,800 sqft
12532	Pertiwi Indah Apartment	Jalan Pertiwi, Taman Maluri, Kampung Pandan, Kuala Lumpur	RM 635,000	Non Landed3 beds3 bath1 carparkRM 494/sqft1,285 sqft
12533	USJ 2	Jalan USJ 2/1, USJ, Selangor	RM 840,000	Landed4 beds3 bath2 carparkRM 254/sqft3,300 sqft
12534	Seksyen 9, Shah Alam	Section 9, Shah Alam, Selangor	RM 2,411,205	Landed- beds- bathRM 115/sqft20,967 sqft
12535	Saujana Glenmarie	Jalan Pengaturcara, Shah Alam, Selangor	RM 4,300,000	Landed5 + 1 beds6 bath4 carparkRM 711/sqft6,047 sqft
12536	Lake Vista Residence (Tasik Vista Residen)	Persiaran Suarasa, Tun Hussein Onn, 43200 Cheras, Selangor, Cheras, Selangor	RM 680,000	Non Landed3 beds2 bath2 carparkRM 618/sqft1,100 sqft
12537	Seksyen 9, Bandar Baru Bangi	Jalan 9/9, Bangi, Selangor	RM 1,600,000	Landed6 beds5 bath4 carparkRM 296/sqft5,400 sqft
12538	Seksyen 3, Bandar Baru Bangi	Jalan 3, Bangi, Selangor	RM 1,700,000	Landed6 beds5 bath10 carparkRM 113/sqft15,026 sqft
12539	Garden Residence	Persiaran Utara, Cyberjaya, Selangor	RM 3,570,000	Landed8 + 1 beds10 bath6 carparkRM 661/sqft5,400 sqft
12540	Boulevard Serviced Apartment	Jalan Matang 3, Jalan Ipoh, Kuala Lumpur	RM 500,000	Non Landed3 beds2 bath2 carparkRM 495/sqft1,009 sqft
12541	Garden Residence	Persiaran Utara, Cyberjaya, Selangor	RM 3,570,000	Landed8 + 1 beds10 bath6 carparkRM 661/sqft5,400 sqft
12542	Boulevard Serviced Apartment	Jalan Matang 3, Jalan Ipoh, Kuala Lumpur	RM 500,000	Non Landed3 beds2 bath2 carparkRM 495/sqft1,009 sqft
12543	Lake Vista Residence (Tasik Vista Residen)	Persiaran Suarasa, Tun Hussein Onn, 43200 Cheras, Selangor, Cheras, Selangor	RM 630,000	Non Landed3 + 1 beds3 bath2 carparkRM 542/sqft1,162 sqft
12544	Putra Crest	Jalan Putra Harmoni, Subang Jaya, Selangor	RM 2,800,000	Landed- beds- bathRM 142/sqft19,687 sqft
12545	Sunway Montana	Desa Melawati, Ampang, Selangor	RM 3,100,000	Landed5 beds6 bath4 carparkRM 697/sqft4,445 sqft
12546	Alam Impian	Persiaran Tun Teja, Shah Alam, Selangor	RM 800,000	Landed4 + 1 beds3 bath2 carparkRM 500/sqft1,600 sqft
12547	Taman Puchong Prima	Jalan Prima, Puchong, Selangor	RM 1,150,000	Landed4 beds2 bath2 carparkRM 370/sqft3,100 sqft
12548	Sungai Penchala	Jalan Sungai Penchala, Kampung Sungai Penchala, Kuala Lumpur	RM 5,500,000	Landed- beds- bathRM 159/sqft34,574 sqft
12549	Setia Ecohill	Semenyih, Semenyih, Selangor	RM 530,000	Landed4 beds3 bath2 carparkRM 378/sqft1,400 sqft
12550	Tenderfields @ Eco Majestic	Jalan Eco Majestic 2, Semenyih, Selangor	RM 950,000	Landed4 + 1 beds6 bath2 carparkRM 361/sqft2,625 sqft
12551	Aquamarine	Puchong, Selangor	RM 1,000,000	Landed5 + 1 beds5 bath2 carparkRM 606/sqft1,650 sqft
12552	Ampang Jaya	Jalan UP 3, Ampang, Selangor	RM 1,590,000	Landed6 + 1 beds4 bath4 carparkRM 240/sqft6,620 sqft
12553	Beverly Heights	Beverly Heights 68000 Ampang Jaya Selangor, Ampang, Selangor	RM 2,300,000	Landed4 + 1 beds5 bath3 carparkRM 560/sqft4,100 sqft
12554	Diamond City	Lebuh Diamond, Semenyih, Selangor	RM 650,000	Landed4 beds3 bath2 carparkRM 464/sqft1,400 sqft
12555	Taman Pinggiran Putra	Jalan PP, Puchong South, Selangor	RM 800,000	Landed6 + 1 beds4 bath3 carparkRM 250/sqft3,200 sqft
12556	Sejati Residences	Jalan Sejati, Cyberjaya, Selangor	RM 2,390,000	Landed4 + 1 beds5 bath4 carparkRM 556/sqft4,294 sqft
12557	New, Double Storey Myra Saujana Dengkil	Dengkil, Selangor	RM 670,000	Landed3 + 1 beds4 bath2 carparkRM 435/sqft1,540 sqft
12558	Good View Heights	Jalan GoodView, Kajang, Selangor	RM 800,000	Landed4 + 1 beds5 bathRM 454/sqft1,760 sqft
12559	Bandar Nusa Rhu	Persiaran Pulau Angsa, Shah Alam, Selangor	RM 590,000	Landed4 + 1 beds3 bathRM 421/sqft1,400 sqft
12560	Taman Bukit Ria	Kajang, Kajang, Selangor	RM 1,250,000	Landed6 + 2 beds7 bath3 carparkRM 339/sqft3,680 sqft
12561	Taman Bukit Ria	Kajang, Kajang, Selangor	RM 1,250,000	Landed6 + 2 beds7 bath3 carparkRM 339/sqft3,680 sqft
12562	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 3,500,000	Landed6 + 1 beds6 bath5 carparkRM 291/sqft12,000 sqft
12563	Bandar Tun Hussein Onn	Jalan Suakasih, Batu 9th Cheras, Selangor	RM 1,550,000	Landed6 beds6 bathRM 442/sqft3,500 sqft
12564	Saffron Hills @ Denai Alam	Jalan Elektron U16/34 - U16/36, Denai Alam, Selangor	RM 1,350,000	Landed4 + 1 beds3 bath4 carparkRM 385/sqft3,500 sqft
12565	Bandar Tun Hussein Onn	Jalan Suakasih, Batu 9th Cheras, Selangor	RM 5,300,000	Landed7 beds8 bath10 carparkRM 497/sqft10,660 sqft
12566	Tiara Heights	Jalan Tiara Heights, Sepang, Selangor	RM 660,000	Landed5 + 1 beds5 bathRM 221/sqft2,981 sqft
12567	Shaftsbury Serviced Apartments	Shaftsbury Square Persiaran Multimedia, Cyberjaya, Selangor	RM 390,000	Non Landed1 beds1 bath1 carparkRM 610/sqft639 sqft
12568	Bandar Baru Salak Tinggi	Off Road 820, 43900 Sepang, Sepang, Selangor	RM 560,000	Landed4 + 1 beds3 bath2 carparkRM 311/sqft1,800 sqft
12569	TTDI Grove	Sg Jerlok, Kajang, Selangor	RM 1,250,000	Landed4 + 1 beds4 bath4 carparkRM 270/sqft4,617 sqft
12570	Taman Selayang Baru	Jalan 10, Selayang, Selangor	RM 850,000	Landed5 beds3 bath4 carparkRM 279/sqft3,046 sqft
12571	Greenhill Residence	Jln Pulau Tioman U10, Shah Alam, Selangor	RM 900,000	Landed4 + 1 beds5 bath4 carparkRM 200/sqft4,480 sqft
12572	Desa Budiman	Off Persiaran SL 7A, Bandar Sungai Long, Bandar Sungai Long, Selangor	RM 650,000	Landed4 beds3 bathRM 464/sqft1,400 sqft
12573	Taman Pandan Indah	Jalan Pandan Indah, Pandan Indah, Selangor	RM 1,400,000	Landed5 beds4 bath4 carparkRM 416/sqft3,360 sqft
12574	Apartment Seri Dahlia Shah Alam For Sale	Shah Alam, Selangor	RM 260,000	Non Landed3 beds2 bath1 carparkRM 346/sqft750 sqft
12575	Taman Ampang Utama	Jalan Saujana Utama, Ampang, Selangor	RM 4,000,000	Landed6 beds5 bathRM 500/sqft8,000 sqft
12576	Bandar Teknologi Kajang	Jalan 1/18, Semenyih, Selangor	RM 1,300,000	Landed6 beds5 bathRM -- sqft
12577	Seksyen 7, Bandar Baru Bangi	Jalan 7, Bangi, Selangor	RM 635,000	Landed5 beds3 bath2 carparkRM 373/sqft1,700 sqft
12578	Serene Heights	Jalan Bangi Lama, Semenyih, Selangor	RM 690,000	Landed4 beds3 bathRM 418/sqft1,650 sqft
12579	Ara Damansara	Jalan PJU 1A/33, Ara Damansara, Selangor	RM 1,200,000	Landed4 beds3 bathRM 727/sqft1,650 sqft
12580	Alam Sari	Persiaran KWSP, Bangi, Selangor	RM 682,000	Landed5 beds3 bath2 carparkRM 364/sqft1,870 sqft
12581	Taman Putra Dengkil for Sale	Dengkil, Selangor	RM 440,000	Landed3 beds3 bathRM 340/sqft1,292 sqft
12582	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 320,000	Non Landed3 beds2 bath1 carparkRM 376/sqft850 sqft
12583	Bandar Sierra Puchong	Jalan Sierra, Puchong South, Selangor	RM 880,000	Landed3 beds4 bath2 carparkRM 346/sqft2,540 sqft
12584	Bandar Saujana Putra	Bandar Saujana Putra, Bandar Saujana Putra, Selangor	RM 360,000	Non Landed3 beds2 bath2 carparkRM 358/sqft1,004 sqft
12585	Double Storey Terrace Pandura Alam Impian For Sale	Shah Alam, Selangor	RM 860,000	Landed4 beds4 bath2 carparkRM 505/sqft1,700 sqft
12586	Taman Puchong Prima	Jalan Prima, Puchong, Selangor	RM 898,000	Landed5 beds5 bath3 carparkRM -- sqft
12587	Amara Residence at Batu Caves For Sale	Batu Caves, Selangor	RM 350,000	Non Landed3 beds2 bath2 carparkRM 345/sqft1,012 sqft
12588	USJ 1	Jalan USJ 1/1, USJ, Selangor	RM 910,000	Landed6 beds3 bath4 carparkRM 383/sqft2,375 sqft
12589	Mutiara Subang	Jalan Mutiara Subang, Subang, Selangor	RM 250,000	Non Landed3 beds2 bath1 carparkRM 297/sqft840 sqft
12590	Bandar Saujana Putra	Bandar Saujana Putra, Bandar Saujana Putra, Selangor	RM 480,000	Landed4 beds3 bathRM 311/sqft1,540 sqft
12591	Taman Pinggiran USJ	Jalan Pinggiran USJ, USJ, Selangor	RM 1,100,000	Landed4 beds3 bathRM 313/sqft3,512 sqft
12592	Kota Warisan	Jalan Warisan Mulia 4/1, Kota Warisan, Sepang, Selangor	RM 1,100,000	Landed6 beds6 bath4 carparkRM 250/sqft4,400 sqft
12593	USJ 5	Jalan USJ 5/1, USJ, Selangor	RM 1,800,000	Landed4 beds3 bathRM 369/sqft4,876 sqft
12594	Double Storey Taman Mawar Salak Tinggi For Sale	Dengkil, Selangor	RM 480,000	Landed5 beds3 bathRM 290/sqft1,650 sqft
12595	Elmina Green One @ City of Elmina	Jalan Casuarina U17/63, Sungai Buloh, Selangor	RM 1,090,000	Landed4 beds4 bathRM 305/sqft3,566 sqft
12596	Kajang East	Off Jalan Semenyih, Semenyih, Selangor	RM 840,000	Landed4 beds4 bathRM 477/sqft1,760 sqft
12597	Kota Kemuning	Persiaran Anggerik Mokara, Kota Kemuning, Selangor	RM 710,000	Landed4 beds3 bathRM 369/sqft1,920 sqft
12598	Double Storey Taman Semarang Indah For Sale	Dengkil, Selangor	RM 690,000	Landed4 beds4 bathRM 295/sqft2,333 sqft
12599	Puncak Hijauan (Hijauan Heights)	Jalan Pintar, Bangi, Selangor	RM 375,000	Non Landed3 beds2 bath1 carparkRM 367/sqft1,020 sqft
12600	Subang Bestari	Jalan Nova U5/63, Subang Bestari, Selangor	RM 950,000	Landed4 beds3 bath4 carparkRM 365/sqft2,600 sqft
